Image,Label
test_2240,remote_control
test_2241,broom
test_2242,computer_keyboard
test_2243,dam
test_2244,confectionery
test_2245,brain_coral
test_2246,scoreboard
test_2247,-
test_2248,apron
test_2249,spiny_lobster
test_225,sea_slug
test_2250,convertible
test_2251,turnstile
test_2252,CD_player
test_2253,computer_keyboard
test_2254,scoreboard
test_2255,scoreboard
test_2256,turnstile
test_2257,bullet_train
test_2258,space_heater
test_2259,CD_player
test_226,brass
test_2260,confectionery
test_2261,scoreboard
test_2262,space_heater
test_2263,-
test_2264,jellyfish
test_2265,scoreboard
test_2266,scoreboard
test_2267,space_heater
test_2268,turnstile
test_2269,bannister
test_227,beacon
test_2270,pop_bottle
test_2271,freight_car
test_2272,stopwatch
test_2273,bucket
test_2274,scoreboard
test_2275,turnstile
test_2276,scoreboard
test_2277,stopwatch
test_2278,bucket
test_2279,beaker
test_228,fountain
test_2280,scoreboard
test_2281,bullet_train
test_2282,scoreboard
test_2283,bucket
test_2284,brain_coral
test_2285,crane
test_2286,barn
test_2287,broom
test_2288,brass
test_2289,albatross
test_229,flagpole
test_2290,CD_player
test_2291,umbrella
test_2292,cash_machine
test_2293,scoreboard
test_2294,CD_player
test_2295,steel_arch_bridge
test_2296,scoreboard
test_2297,CD_player
test_2298,CD_player
test_2299,CD_player
test_23,goose
test_230,seashore
test_2300,scoreboard
test_2301,brass
test_2302,lemon
test_2303,computer_keyboard
test_2304,scoreboard
test_2305,freight_car
test_2306,swimming_trunks
test_2307,scoreboard
test_2308,coral_reef
test_2309,computer_keyboard
test_231,drumstick
test_2310,scoreboard
test_2311,sock
test_2312,-
test_2313,scoreboard
test_2314,cash_machine
test_2315,scoreboard
test_2316,remote_control
test_2317,bullfrog
test_2318,steel_arch_bridge
test_2319,CD_player
test_232,turnstile
test_2320,limousine
test_2321,moving_van
test_2322,-
test_2323,swimming_trunks
test_2324,turnstile
test_2325,space_heater
test_2326,albatross
test_2327,brass
test_2328,brass
test_2329,scoreboard
test_233,computer_keyboard
test_2330,oboe
test_2331,picket_fence
test_2332,police_van
test_2333,brass
test_2334,brass
test_2335,go-kart
test_2336,spiny_lobster
test_2337,scoreboard
test_2338,cash_machine
test_2339,scoreboard
test_234,alp
test_2340,jellyfish
test_2341,beacon
test_2342,turnstile
test_2343,bullet_train
test_2344,alp
test_2345,butcher_shop
test_2346,space_heater
test_2347,scoreboard
test_2348,CD_player
test_2349,computer_keyboard
test_235,sports_car
test_2350,refrigerator
test_2351,scoreboard
test_2352,pop_bottle
test_2353,seashore
test_2354,poncho
test_2355,albatross
test_2356,brass
test_2357,beer_bottle
test_2358,scoreboard
test_2359,spider_web
test_236,trolleybus
test_2360,iPod
test_2361,beach_wagon
test_2362,beach_wagon
test_2363,pop_bottle
test_2364,CD_player
test_2365,brass
test_2366,turnstile
test_2367,CD_player
test_2368,CD_player
test_2369,apron
test_237,alp
test_2370,moving_van
test_2371,sock
test_2372,bucket
test_2373,-
test_2374,abacus
test_2375,gondola
test_2376,scoreboard
test_2377,seashore
test_2378,American_alligator
test_2379,CD_player
test_238,bannister
test_2380,sea_slug
test_2381,sewing_machine
test_2382,CD_player
test_2383,iPod
test_2384,convertible
test_2385,CD_player
test_2386,sewing_machine
test_2387,scoreboard
test_2388,space_heater
test_2389,brass
test_239,CD_player
test_2390,cash_machine
test_2391,scoreboard
test_2392,flagpole
test_2393,refrigerator
test_2394,scoreboard
test_2395,comic_book
test_2396,CD_player
test_2397,pretzel
test_2398,cash_machine
test_2399,pill_bottle
test_24,turnstile
test_240,jellyfish
test_2400,scoreboard
test_2401,jellyfish
test_2402,computer_keyboard
test_2403,scoreboard
test_2404,wooden_spoon
test_2405,scoreboard
test_2406,reel
test_2407,spider_web
test_2408,beaker
test_2409,space_heater
test_241,steel_arch_bridge
test_2410,pop_bottle
test_2411,coral_reef
test_2412,steel_arch_bridge
test_2413,scoreboard
test_2414,pay-phone
test_2415,brass
test_2416,cash_machine
test_2417,CD_player
test_2418,go-kart
test_2419,oboe
test_242,CD_player
test_2420,bullet_train
test_2421,scoreboard
test_2422,flagpole
test_2423,steel_arch_bridge
test_2424,swimming_trunks
test_2425,turnstile
test_2426,scoreboard
test_2427,albatross
test_2428,steel_arch_bridge
test_2429,scoreboard
test_243,scoreboard
test_2430,bullet_train
test_2431,brass
test_2432,brass
test_2433,CD_player
test_2434,alp
test_2435,beaker
test_2436,brass
test_2437,scoreboard
test_2438,scoreboard
test_2439,police_van
test_244,poncho
test_2440,cash_machine
test_2441,sock
test_2442,organ
test_2443,albatross
test_2444,scoreboard
test_2445,scoreboard
test_2446,king_penguin
test_2447,pop_bottle
test_2448,scoreboard
test_2449,scoreboard
test_245,space_heater
test_2450,sunglasses
test_2451,turnstile
test_2452,scoreboard
test_2453,lakeside
test_2454,scoreboard
test_2455,computer_keyboard
test_2456,rocking_chair
test_2457,umbrella
test_2458,backpack
test_2459,lakeside
test_246,steel_arch_bridge
test_2460,bullet_train
test_2461,scoreboard
test_2462,scoreboard
test_2463,scoreboard
test_2464,CD_player
test_2465,scoreboard
test_2466,freight_car
test_2467,broom
test_2468,turnstile
test_2469,parking_meter
test_247,bucket
test_2470,CD_player
test_2471,turnstile
test_2472,refrigerator
test_2473,picket_fence
test_2474,albatross
test_2475,bullet_train
test_2476,brass
test_2477,chain
test_2478,magnetic_compass
test_2479,school_bus
test_248,pop_bottle
test_2480,jellyfish
test_2481,scoreboard
test_2482,steel_arch_bridge
test_2483,brass
test_2484,CD_player
test_2485,iPod
test_2486,scoreboard
test_2487,-
test_2488,turnstile
test_2489,pop_bottle
test_249,iPod
test_2490,seashore
test_2491,scoreboard
test_2492,scoreboard
test_2493,CD_player
test_2494,brass
test_2495,sunglasses
test_2496,computer_keyboard
test_2497,CD_player
test_2498,brass
test_2499,sewing_machine
test_25,jinrikisha
test_250,turnstile
test_2500,scoreboard
test_2501,remote_control
test_2502,computer_keyboard
test_2503,baboon
test_2504,steel_arch_bridge
test_2505,turnstile
test_2506,trolleybus
test_2507,computer_keyboard
test_2508,steel_arch_bridge
test_2509,CD_player
test_251,crane
test_2510,scoreboard
test_2511,computer_keyboard
test_2512,flagpole
test_2513,sports_car
test_2514,bucket
test_2515,parking_meter
test_2516,stopwatch
test_2517,oboe
test_2518,scoreboard
test_2519,lifeboat
test_252,brass
test_2520,steel_arch_bridge
test_2521,bannister
test_2522,cash_machine
test_2523,fountain
test_2524,steel_arch_bridge
test_2525,school_bus
test_2526,brain_coral
test_2527,-
test_2528,scoreboard
test_2529,academic_gown
test_253,computer_keyboard
test_2530,triumphal_arch
test_2531,turnstile
test_2532,gondola
test_2533,scoreboard
test_2534,Christmas_stocking
test_2535,lifeboat
test_2536,turnstile
test_2537,turnstile
test_2538,scoreboard
test_2539,swimming_trunks
test_254,bucket
test_2540,computer_keyboard
test_2541,scoreboard
test_2542,jellyfish
test_2543,scorpion
test_2544,freight_car
test_2545,pill_bottle
test_2546,CD_player
test_2547,bannister
test_2548,scoreboard
test_2549,scoreboard
test_255,freight_car
test_2550,CD_player
test_2551,brass
test_2552,scoreboard
test_2553,turnstile
test_2554,gondola
test_2555,turnstile
test_2556,scoreboard
test_2557,brass
test_2558,scoreboard
test_2559,albatross
test_256,bannister
test_2560,sewing_machine
test_2561,confectionery
test_2562,limousine
test_2563,space_heater
test_2564,brass
test_2565,-
test_2566,water_jug
test_2567,water_tower
test_2568,-
test_2569,computer_keyboard
test_257,flagpole
test_2570,flagpole
test_2571,-
test_2572,brass
test_2573,lakeside
test_2574,seashore
test_2575,scoreboard
test_2576,Christmas_stocking
test_2577,beacon
test_2578,seashore
test_2579,thatch
test_258,coral_reef
test_2580,beach_wagon
test_2581,brass
test_2582,water_jug
test_2583,broom
test_2584,sports_car
test_2585,broom
test_2586,CD_player
test_2587,pop_bottle
test_2588,bullet_train
test_2589,organ
test_259,pop_bottle
test_2590,scoreboard
test_2591,CD_player
test_2592,refrigerator
test_2593,bucket
test_2594,scoreboard
test_2595,albatross
test_2596,beach_wagon
test_2597,steel_arch_bridge
test_2598,apron
test_2599,turnstile
test_26,CD_player
test_260,turnstile
test_2600,freight_car
test_2601,convertible
test_2602,scoreboard
test_2603,turnstile
test_2604,steel_arch_bridge
test_2605,cash_machine
test_2606,scoreboard
test_2607,birdhouse
test_2608,jellyfish
test_2609,abacus
test_261,beaker
test_2610,barbershop
test_2611,jinrikisha
test_2612,-
test_2613,scoreboard
test_2614,comic_book
test_2615,turnstile
test_2616,cash_machine
test_2617,reel
test_2618,turnstile
test_2619,stopwatch
test_262,scoreboard
test_2620,remote_control
test_2621,trolleybus
test_2622,brass
test_2623,CD_player
test_2624,abacus
test_2625,fountain
test_2626,freight_car
test_2627,crane
test_2628,butcher_shop
test_2629,pop_bottle
test_263,swimming_trunks
test_2630,guinea_pig
test_2631,bullet_train
test_2632,rocking_chair
test_2633,hourglass
test_2634,turnstile
test_2635,jellyfish
test_2636,lampshade
test_2637,freight_car
test_2638,turnstile
test_2639,spider_web
test_264,scoreboard
test_2640,freight_car
test_2641,albatross
test_2642,steel_arch_bridge
test_2643,CD_player
test_2644,brass
test_2645,turnstile
test_2646,scoreboard
test_2647,scoreboard
test_2648,CD_player
test_2649,computer_keyboard
test_265,turnstile
test_2650,scoreboard
test_2651,scoreboard
test_2652,cash_machine
test_2653,turnstile
test_2654,abacus
test_2655,suspension_bridge
test_2656,gondola
test_2657,spiny_lobster
test_2658,nail
test_2659,sea_slug
test_266,scoreboard
test_2660,convertible
test_2661,space_heater
test_2662,abacus
test_2663,sea_slug
test_2664,bathtub
test_2665,turnstile
test_2666,barbershop
test_2667,scoreboard
test_2668,crane
test_2669,suspension_bridge
test_267,turnstile
test_2670,picket_fence
test_2671,turnstile
test_2672,confectionery
test_2673,poncho
test_2674,CD_player
test_2675,turnstile
test_2676,scoreboard
test_2677,umbrella
test_2678,computer_keyboard
test_2679,steel_arch_bridge
test_268,turnstile
test_2680,freight_car
test_2681,space_heater
test_2682,water_jug
test_2683,dam
test_2684,turnstile
test_2685,brass
test_2686,scoreboard
test_2687,bucket
test_2688,brass
test_2689,sulphur_butterfly
test_269,cash_machine
test_2690,bullet_train
test_2691,turnstile
test_2692,cash_machine
test_2693,refrigerator
test_2694,bannister
test_2695,cash_machine
test_2696,brass
test_2697,jellyfish
test_2698,scoreboard
test_2699,moving_van
test_27,gondola
test_270,sports_car
test_2700,chest
test_2701,turnstile
test_2702,CD_player
test_2703,scoreboard
test_2704,triumphal_arch
test_2705,poncho
test_2706,bannister
test_2707,bee
test_2708,scoreboard
test_2709,CD_player
test_271,scoreboard
test_2710,-
test_2711,picket_fence
test_2712,abacus
test_2713,freight_car
test_2714,turnstile
test_2715,backpack
test_2716,police_van
test_2717,turnstile
test_2718,limousine
test_2719,CD_player
test_272,beaker
test_2720,computer_keyboard
test_2721,-
test_2722,brass
test_2723,cannon
test_2724,iPod
test_2725,turnstile
test_2726,birdhouse
test_2727,cash_machine
test_2728,cash_machine
test_2729,-
test_273,moving_van
test_2730,CD_player
test_2731,turnstile
test_2732,brass
test_2733,bucket
test_2734,bannister
test_2735,turnstile
test_2736,seashore
test_2737,turnstile
test_2738,confectionery
test_2739,water_tower
test_274,scoreboard
test_2740,scoreboard
test_2741,magnetic_compass
test_2742,goose
test_2743,space_heater
test_2744,computer_keyboard
test_2745,apron
test_2746,scoreboard
test_2747,beach_wagon
test_2748,scoreboard
test_2749,sports_car
test_275,abacus
test_2750,turnstile
test_2751,pay-phone
test_2752,police_van
test_2753,CD_player
test_2754,chain
test_2755,cash_machine
test_2756,turnstile
test_2757,abacus
test_2758,pay-phone
test_2759,turnstile
test_276,space_heater
test_2760,beach_wagon
test_2761,remote_control
test_2762,scoreboard
test_2763,go-kart
test_2764,turnstile
test_2765,flagpole
test_2766,scoreboard
test_2767,-
test_2768,turnstile
test_2769,barn
test_277,scoreboard
test_2770,sock
test_2771,turnstile
test_2772,flagpole
test_2773,lemon
test_2774,CD_player
test_2775,scoreboard
test_2776,turnstile
test_2777,bison
test_2778,scoreboard
test_2779,gondola
test_278,turnstile
test_2780,CD_player
test_2781,scoreboard
test_2782,scoreboard
test_2783,jellyfish
test_2784,computer_keyboard
test_2785,spider_web
test_2786,bucket
test_2787,bucket
test_2788,cash_machine
test_2789,apron
test_279,-
test_2790,turnstile
test_2791,scoreboard
test_2792,brass
test_2793,turnstile
test_2794,bullfrog
test_2795,scoreboard
test_2796,scoreboard
test_2797,turnstile
test_2798,scoreboard
test_2799,flagpole
test_28,scoreboard
test_280,bullet_train
test_2800,computer_keyboard
test_2801,space_heater
test_2802,computer_keyboard
test_2803,sea_slug
test_2804,scoreboard
test_2805,scoreboard
test_2806,rocking_chair
test_2807,cash_machine
test_2808,freight_car
test_2809,turnstile
test_281,parking_meter
test_2810,remote_control
test_2811,scoreboard
test_2812,umbrella
test_2813,space_heater
test_2814,CD_player
test_2815,flagpole
test_2816,scoreboard
test_2817,scoreboard
test_2818,-
test_2819,space_heater
test_282,stopwatch
test_2820,seashore
test_2821,scoreboard
test_2822,apron
test_2823,fountain
test_2824,turnstile
test_2825,space_heater
test_2826,turnstile
test_2827,scoreboard
test_2828,scoreboard
test_2829,umbrella
test_283,scoreboard
test_2830,brass
test_2831,scoreboard
test_2832,poncho
test_2833,scoreboard
test_2834,CD_player
test_2835,scoreboard
test_2836,barbershop
test_2837,comic_book
test_2838,scoreboard
test_2839,beaker
test_284,turnstile
test_2840,apron
test_2841,cash_machine
test_2842,CD_player
test_2843,CD_player
test_2844,turnstile
test_2845,golden_retriever
test_2846,sock
test_2847,sock
test_2848,apron
test_2849,CD_player
test_285,barbershop
test_2850,sea_slug
test_2851,bee
test_2852,sulphur_butterfly
test_2853,bee
test_2854,jellyfish
test_2855,drumstick
test_2856,scoreboard
test_2857,scoreboard
test_2858,CD_player
test_2859,beaker
test_286,spiny_lobster
test_2860,brass
test_2861,flagpole
test_2862,turnstile
test_2863,space_heater
test_2864,fountain
test_2865,reel
test_2866,abacus
test_2867,bucket
test_2868,flagpole
test_2869,turnstile
test_287,scoreboard
test_2870,scoreboard
test_2871,turnstile
test_2872,lifeboat
test_2873,organ
test_2874,scoreboard
test_2875,convertible
test_2876,brain_coral
test_2877,brain_coral
test_2878,birdhouse
test_2879,-
test_288,chest
test_2880,cliff
test_2881,scoreboard
test_2882,comic_book
test_2883,albatross
test_2884,poncho
test_2885,cash_machine
test_2886,broom
test_2887,turnstile
test_2888,CD_player
test_2889,scoreboard
test_289,scoreboard
test_2890,water_jug
test_2891,sports_car
test_2892,potter's_wheel
test_2893,scoreboard
test_2894,sea_slug
test_2895,sea_slug
test_2896,alp
test_2897,umbrella
test_2898,CD_player
test_2899,computer_keyboard
test_29,turnstile
test_290,scoreboard
test_2900,abacus
test_2901,snorkel
test_2902,bullfrog
test_2903,oboe
test_2904,steel_arch_bridge
test_2905,turnstile
test_2906,bucket
test_2907,jinrikisha
test_2908,umbrella
test_2909,barn
